DeviceName,Brand,technology,gprs,edge,announced,status,dimensions,weight,sim,size,card_slot,battery,stand_by_hours,talk_time_hours,cpu,internal_memory_mb,os,primary_camera_mp
HTC Sensation 4G,HTC,GSM / HSPA,114 kbps,560 kbps,"2011, April. Released 2011, June 8th",Discontinued,126.1 x 65.4 x 11.3 mm (4.96 x 2.57 x 0.44 in),148 g (5.22 oz),Mini-SIM,4.3 inches (~61.8% screen-to-body ratio),"microSD, 32 GB, 8192 included",Removable Li-Ion 1520 mAh battery,400,6,Dual-core 1.2 GHz Scorpion,768,"Android OS, v2.3 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",8
HTC DROID Incredible 2,HTC,GSM / CDMA / HSPA / EVDO,Yes,Yes,"2011, April","Available. Released 2011, April",120.7 x 64 x 12.2 mm (4.75 x 2.52 x 0.48 in),135 g (4.76 oz),Mini-SIM,4.0 inches (~59.0% screen-to-body ratio),"microSD, 32 GB, 16 GB included",Removable Li-Ion 1450 mAh battery,361,6,1.0 GHz Scorpion,768,"Android OS, v2.2 (Froyo), upgradable to v4.0 (Ice Cream Sandwich)",8
HTC Rider,HTC,CDMA / HSPA / EVDO,Yes,Yes,Not officially announced yet,Discontinued,-,-,Mini-SIM,4.3 inches,"microSD, 32 GB",Removable Li-Ion battery,,,Dual-core 1.2 GHz Scorpion,1024,Android OS,8
HTC Glacier,HTC,GSM / HSPA,Yes,Yes,Not officially announced yet,Discontinued,-,-,Mini-SIM,3.8 inches,"microSD, 32 GB, 8192 included",Removable Li-Ion battery,,,1.0 GHz Scorpion,768,"Android OS, v2.2 (Froyo)",5
HTC Flyer Wi-Fi,HTC,No cellular connectivity,No,No,"2011, February","Available. Released 2011, May",195.4 x 122 x 13.2 mm (7.69 x 4.80 x 0.52 in),420.8 g (14.82 oz),No,7.0 inches (~57.8% screen-to-body ratio),"microSD, 32 GB",Non-removable Li-Ion 4000 mAh battery,1470,,1.5 GHz Scropion,16384,"Android OS, v2.3.3 (Gingerbread), upgradable to v3.2 (Honeycomb)",5
HTC Lead,HTC,GSM / HSPA / LTE,Yes,Yes,Not officially announced yet,Discontinued,-,-,Mini-SIM,4.3 inches,"microSD, 32 GB",Removable Li-Ion battery,,,Dual-core 1.2 GHz,768,"Android OS, v2.3 (Gingerbread)",5
HTC Raider 4G,HTC,GSM / CDMA / HSPA / EVDO / LTE,80 kbps,236.8 kbps,"2011, September. Released 2011, October",Discontinued,128 x 67 x 11.2 mm (5.04 x 2.64 x 0.44 in),177 g (6.24 oz),Mini-SIM,4.5 inches (~65.1% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1620 mAh battery,293,7,Dual-core 1.2 GHz,16384,"Android OS, v2.3.4 (Gingerbread), upgradable to v4.0 (Ice Cream Sandwich)",8
HTC Trophy,HTC,GSM / CDMA / HSPA / EVDO,Yes,Yes,"2011, May","Available. Released 2011, May",119 x 61 x 12 mm (4.69 x 2.40 x 0.47 in),139 g (4.90 oz),Mini-SIM,3.8 inches (~56.6% screen-to-body ratio),No,Removable Li-Ion 1300 mAh battery,286,4,1.0 GHz Scorpion,576,Microsoft Windows Phone 7,5
HTC Status,HTC,GSM / HSPA,Yes,Yes,"2011, June","Available. Released 2011, July 17th",114.4 x 64.6 x 10.7 mm (4.50 x 2.54 x 0.42 in),120 g (4.23 oz),Mini-SIM,2.6 inches (~27.2% screen-to-body ratio),"microSD, 32 GB",Removable Li-Ion 1250 mAh battery,636,6,800 MHz ARM 11,512,"Android OS, v2.3 (Gingerbread)",5
HTC Titan,HTC,GSM / HSPA,Class 32,Class 32,"2011, August","Available. Released 2011, October",131.5 x 70.7 x 9.9 mm (5.18 x 2.78 x 0.39 in),160 g (5.64 oz),Mini-SIM,4.7 inches (~67.6% screen-to-body ratio),No,Removable Li-Ion 1600 mAh battery,360,11,1.5 GHz Scorpion,16384,Microsoft Windows Phone 7.5 Mango,8
